96 ST-2 AVE,18533
9 AV,5354.25
9TH STREET,4952.45
ALABAMA AV,2064.5
ALLERTON AV,4905.5
AQUEDUCT N.COND,886
AQUEDUCT RACETR,1284
ASTORIA BLVD,8428.263158
ASTORIA DITMARS,16739
ASTOR PL,16332.75
ATLANTIC AV,1401
ATL AV-BARCLAY,39017
AVENUE H,3696
AVENUE I,1781
AVENUE J,6050
AVENUE M,5534
AVENUE N,3023.25
AVENUE P,2400
AVENUE U,12148.25
AVENUE X,2814
BAY 50 ST,2412.75
BAYCHESTER AV,3584.5
BAY PKWY,13969.25
BAY RIDGE-95 ST,6005
BAY RIDGE AV,7691
BEACH 105 ST,191
BEACH 25 ST,1615
BEACH 36 ST,965
BEACH 44 ST,704
BEACH 60 ST,1887
BEACH 67 ST,2156
BEACH 90 ST,730.5
BEACH 98 ST,352.25
BEDFORD AV,24650
BEDFORD-NOSTRAN,8414
BEDFORD PK BLVD,11519.75
BERGEN ST,14166.5
BEVERLEY ROAD,3339
BEVERLY RD,4163
BLEECKER ST,14523
BOROUGH HALL,36585
BOTANIC GARDEN,985.75
BOWERY,3529
BOWLING GREEN,28850
BRIARWOOD,4665
BRIGHTON BEACH,11162
BROAD CHANNEL,296.25
BROAD ST,8017
BROADWAY,16207.25
BROADWAY JCT,7919
BRONX PARK EAST,2318.5
BROOK AV,5323
BROOKLYN BRIDGE,19472
BUHRE AV,3746.25
BURKE AV,3111.5
BURNSIDE AV,9711
BUSHWICK AV,1938
B'WAY-LAFAYETTE,22082.25
CANAL ST,66736.75
CANARSIE-ROCKAW,10430
CARROLL ST,10763
CASTLE HILL AV,6222
CATHEDRAL PKWY,17941.75
CENTRAL AV,4890.5
CENTRAL PK N110,7525
CHAMBERS ST,59606
CHAUNCEY ST,3092.5
CHRISTOPHER ST,14459.75
CHURCH AV,33352.75
CITY / BUS,17828.45
CITY HALL,6416
CLARK ST,5356
CLASSON AV,5357
CLEVELAND ST,2740.25
CLINTON-WASH AV,12412
CONEY IS-STILLW,10482.5
CORTELYOU RD,6077
CORTLANDT ST,20359.69681
COURT SQ,15074
COURT SQ-23 ST,6042
CRESCENT ST,4253.25
CROWN HTS-UTICA,24035
CYPRESS AV,3256.25
CYPRESS HILLS,1337
DEKALB AV,29109
DELANCEY/ESSEX,24947.75
DITMAS AV,3997.75
DYCKMAN ST,12296.25
E 143/ST MARY'S,891.25
E 149 ST,4767.25
E 180 ST,7113.5
EAST 105 ST,3073.75
EAST BROADWAY,12896
EASTCHSTER/DYRE,4206.5
EASTN PKWY-MUSM,4066
ELDER AV,5970.75
ELMHURST AV,9742
EUCLID AV,9779
EXCHANGE PLACE,18391.1
FAR ROCKAWAY,4277
FLATBUSH AV-B.C,20661.5
FLUSHING AV,11100.25
FLUSHING-MAIN,53959
FORDHAM RD,21263
FOREST AVE,4508.75
FOREST HILLS 71,26716.25
FRANKLIN AV,17172.5
FRANKLIN ST,5529.5
FREEMAN ST,4192.25
FRESH POND RD,6174.5
FT HAMILTON PKY,14969.5
FULTON ST,103081.7926
GATES AV,6753.75
GRAHAM AV,9069
GRAND ARMY PLAZ,7111
GRAND-NEWTOWN,15085
GRAND ST,26953
GRANT AV,5578
GRD CNTRL-42 ST,140863.25
GREENPOINT AV,10286
GROVE STREET,23439.25
GUN HILL RD,8585.25
HALSEY ST,13165.75
HARLEM 148 ST,3412
HARRISON,9558.15
HEWES ST,3349.75
HIGH ST,10379
HOUSTON ST,15001.75
HOWARD BCH JFK,4100.25
HOYT-SCHER,10978.5
HOYT ST,7262
HUNTERS PT AV,7265.75
HUNTS POINT AV,8231
INTERVALE AV,2922.25
INWOOD-207 ST,9658
JACKSON AV,4755.25
JAMAICA 179 ST,20917
JAMAICA CENTER,33852
JAMAICA VAN WK,4435
JAY ST-METROTEC,42349.76966
JEFFERSON ST,7055
JFK JAMAICA CT1,9281.189024
JKSN HT-ROOSVLT,45060.5
JOURNAL SQUARE,27371.89627
JUNCTION BLVD,20361
JUNIUS ST,2142
KEW GARDENS,25097
KINGSBRIDGE RD,16098.75
KINGS HWY,28466.75
KINGSTON AV,4503
KINGSTON-THROOP,6370
KNICKERBOCKER,4699.75
KOSCIUSZKO ST,5314.25
LACKAWANNA,12813.75
LAFAYETTE AV,3151
LEXINGTON AV/53,39543
LEXINGTON AV/63,19590
LIBERTY AV,2520.75
LIVONIA AV,2690.75
LONGWOOD AV,1310.25
LORIMER ST,10256.75
MARBLE HILL-225,4460
MARCY AV,14458.75
METROPOLITAN AV,11385.5
METS-WILLETS PT,2605.75
MIDDLETOWN RD,1883.5
MONTROSE AV,6533
MORGAN AV,7192
MORISN AV/SNDVW,5974
MORRIS PARK,2531.75
MOSHOLU PKWY,7512.25
MT EDEN AV,4604
MYRTLE AV,12063.5
MYRTLE-WILLOUGH,5830
MYRTLE-WYCKOFF,17978
NASSAU AV,9914
NECK RD,4379
NEPTUNE AV,1378.25
NEREID AV,3150
NEVINS ST,9617
NEWARK BM BW,15756.95
NEWARK C,6612.45
NEWARK HM HE,2695.15
NEWARK HW BMEBE,6545.8
NEWKIRK AV,6995.75
NEWKIRK PLAZA,10048
NEW LOTS,3764.75
NEW LOTS AV,5070
NEW UTRECHT AV,4879
NORTHERN BLVD,6533.75
NORWOOD 205 ST,8128.25
NORWOOD AV,2935.75
NOSTRAND AV,20469
OCEAN PKWY,2865
OZONE PK LEFFRT,7440
PARKCHESTER,13901.5
PARK PLACE,4749.25
PARKSIDE AV,5885.25
PARSONS BLVD,6035
PATH NEW WTC,62389.38846
PATH WTC 2,3061.3
PAVONIA/NEWPORT,18941.77
PELHAM BAY PARK,6867
PELHAM PKWY,11195.25
PENNSYLVANIA AV,4097
PRESIDENT ST,3710
PRINCE ST,12226
PROSPECT AV,12357.75
PROSPECT PARK,9574
QUEENSBORO PLZ,14718
QUEENS PLAZA,14997
RALPH AV,5575.75
RECTOR ST,15019.02941
RIT-MANHATTAN,3410.75
RIT-ROOSEVELT,3249
ROCKAWAY AV,9674.25
ROCKAWAY BLVD,7137.25
ROCKAWAY PARK B,649.5
ROOSEVELT ISLND,6944
SARATOGA AV,4911
SENECA AVE,3340.5
SHEEPSHEAD BAY,13643.75
SHEPHERD AV,2922.25
SIMPSON ST,7930
SMITH-9 ST,4331
SOUTH FERRY,15203.75
SPRING ST,23480
STEINWAY ST,13463
STERLING ST,5472
ST. GEORGE,13235
ST LAWRENCE AV,3964
SUTPHIN-ARCHER,22461
SUTPHIN BLVD,4132
SUTTER AV,2913
SUTTER AV-RUTLD,6202
THIRTY ST,11539.95
THIRTY THIRD ST,22792.05
TIMES SQ-42 ST,94521
TOMPKINSVILLE,585
TREMONT AV,9369.75
TWENTY THIRD ST,10457.8
UNION ST,7258
UTICA AV,14954
VAN SICLEN AV,4926
VAN SICLEN AVE,2715.25
V.CORTLANDT PK,6941
VERNON-JACKSON,15267
W 4 ST-WASH SQ,40532.5
W 8 ST-AQUARIUM,2689
WAKEFIELD/241,4537.25
WALL ST,44765
WESTCHESTER SQ,5662
WEST FARMS SQ,6498.75
WHITEHALL S-FRY,17623
WHITLOCK AV,1734
WILSON AV,4147
WINTHROP ST,7147
WOODHAVEN BLVD,23653
WOODLAWN,6349
WORLD TRADE CTR,17805
WTC-CORTLANDT,13797.5
YORK ST,13128.25
ZEREGA AV,2537.5
